filename,rel_path,class_name,class_id,source,split
train_image_0_354.jpg,images/train/algal_leaf_spot/train_image_0_354.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_154625.jpg,images/train/algal_leaf_spot/train_20211227_154625.jpg,algal_leaf_spot,2,kaggle,train
test_20211226_103431.jpg,images/train/algal_leaf_spot/test_20211226_103431.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3685.jpg,images/train/algal_leaf_spot/train_image_0_3685.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2284.jpg,images/train/algal_leaf_spot/train_image_0_2284.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1702.jpg,images/train/algal_leaf_spot/train_image_0_1702.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_133426.jpg,images/train/algal_leaf_spot/test_20211227_133426.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3896.jpg,images/train/algal_leaf_spot/train_image_0_3896.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2859.jpg,images/train/algal_leaf_spot/train_image_0_2859.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2629.jpg,images/train/algal_leaf_spot/train_image_0_2629.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1239.jpg,images/train/algal_leaf_spot/train_image_0_1239.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_130021.jpg,images/train/algal_leaf_spot/test_20211227_130021.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2367.jpg,images/train/algal_leaf_spot/train_image_0_2367.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3001.jpg,images/train/algal_leaf_spot/train_image_0_3001.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1284.jpg,images/train/algal_leaf_spot/train_image_0_1284.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2023.jpg,images/train/algal_leaf_spot/train_image_0_2023.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1960.jpg,images/train/algal_leaf_spot/train_image_0_1960.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_153257.jpg,images/train/algal_leaf_spot/train_20211227_153257.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3129.jpg,images/train/algal_leaf_spot/train_image_0_3129.jpg,algal_leaf_spot,2,kaggle,train
test_20211226_102128.jpg,images/train/algal_leaf_spot/test_20211226_102128.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1811.jpg,images/train/algal_leaf_spot/train_image_0_1811.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4231.jpg,images/train/algal_leaf_spot/train_image_0_4231.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_339.jpg,images/train/algal_leaf_spot/train_image_0_339.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1048.jpg,images/train/algal_leaf_spot/train_image_0_1048.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1460.jpg,images/train/algal_leaf_spot/train_image_0_1460.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4029.jpg,images/train/algal_leaf_spot/train_image_0_4029.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1468.jpg,images/train/algal_leaf_spot/train_image_0_1468.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_132906.jpg,images/train/algal_leaf_spot/test_20211227_132906.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1666.jpg,images/train/algal_leaf_spot/train_image_0_1666.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_153812.jpg,images/train/algal_leaf_spot/train_20211227_153812.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_151231.jpg,images/train/algal_leaf_spot/train_20211227_151231.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3228.jpg,images/train/algal_leaf_spot/train_image_0_3228.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2239.jpg,images/train/algal_leaf_spot/train_image_0_2239.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2043.jpg,images/train/algal_leaf_spot/train_image_0_2043.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2126.jpg,images/train/algal_leaf_spot/train_image_0_2126.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_889.jpg,images/train/algal_leaf_spot/train_image_0_889.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3458.jpg,images/train/algal_leaf_spot/train_image_0_3458.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_152324.jpg,images/train/algal_leaf_spot/train_20211227_152324.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3347.jpg,images/train/algal_leaf_spot/train_image_0_3347.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_935.jpg,images/train/algal_leaf_spot/train_image_0_935.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_135523.jpg,images/train/algal_leaf_spot/test_20211227_135523.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_151522.jpg,images/train/algal_leaf_spot/train_20211227_151522.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2346.jpg,images/train/algal_leaf_spot/train_image_0_2346.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_140204.jpg,images/train/algal_leaf_spot/test_20211227_140204.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3844.jpg,images/train/algal_leaf_spot/train_image_0_3844.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_581.jpg,images/train/algal_leaf_spot/train_image_0_581.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_153225.jpg,images/train/algal_leaf_spot/train_20211227_153225.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1886.jpg,images/train/algal_leaf_spot/train_image_0_1886.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_132541.jpg,images/train/algal_leaf_spot/test_20211227_132541.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_847.jpg,images/train/algal_leaf_spot/train_image_0_847.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1704.jpg,images/train/algal_leaf_spot/train_image_0_1704.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2086.jpg,images/train/algal_leaf_spot/train_image_0_2086.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3560.jpg,images/train/algal_leaf_spot/train_image_0_3560.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1703.jpg,images/train/algal_leaf_spot/train_image_0_1703.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3279.jpg,images/train/algal_leaf_spot/train_image_0_3279.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4049.jpg,images/train/algal_leaf_spot/train_image_0_4049.jpg,algal_leaf_spot,2,kaggle,train
train_20211227_154708.jpg,images/train/algal_leaf_spot/train_20211227_154708.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2940.jpg,images/train/algal_leaf_spot/train_image_0_2940.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4263.jpg,images/train/algal_leaf_spot/train_image_0_4263.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_3761.jpg,images/train/algal_leaf_spot/train_image_0_3761.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_494.jpg,images/train/algal_leaf_spot/train_image_0_494.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4071.jpg,images/train/algal_leaf_spot/train_image_0_4071.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4271.jpg,images/train/algal_leaf_spot/train_image_0_4271.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_4178.jpg,images/train/algal_leaf_spot/train_image_0_4178.jpg,algal_leaf_spot,2,kaggle,train
test_20211227_101515.jpg,images/train/algal_leaf_spot/test_20211227_101515.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1644.jpg,images/train/algal_leaf_spot/train_image_0_1644.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2089.jpg,images/train/algal_leaf_spot/train_image_0_2089.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_2159.jpg,images/train/algal_leaf_spot/train_image_0_2159.jpg,algal_leaf_spot,2,kaggle,train
train_image_0_1517.jpg,images/train/algal_leaf_spot/train_image_0_1517.jpg,algal_leaf_spot,2,kaggle,train
test_20211226_102739.jpg,images/train/algal_leaf_spot/test_20211226_102739.jpg,algal_leaf_spot,2,kaggle,train
