filename,rel_path,class_name,class_id,source,split
test_20220101_101328.jpg,images/train/helopeltis/test_20220101_101328.jpg,helopeltis,1,kaggle,train
train_20220101_120140.jpg,images/train/helopeltis/train_20220101_120140.jpg,helopeltis,1,kaggle,train
train_image_0_1620.jpg,images/train/helopeltis/train_image_0_1620.jpg,helopeltis,1,kaggle,train
train_image_0_200.jpg,images/train/helopeltis/train_image_0_200.jpg,helopeltis,1,kaggle,train
train_image_0_162.jpg,images/train/helopeltis/train_image_0_162.jpg,helopeltis,1,kaggle,train
test_20220101_092257.jpg,images/train/helopeltis/test_20220101_092257.jpg,helopeltis,1,kaggle,train
test_20220101_093849.jpg,images/train/helopeltis/test_20220101_093849.jpg,helopeltis,1,kaggle,train
train_image_0_3110.jpg,images/train/helopeltis/train_image_0_3110.jpg,helopeltis,1,kaggle,train
train_image_0_490.jpg,images/train/helopeltis/train_image_0_490.jpg,helopeltis,1,kaggle,train
train_image_0_1154.jpg,images/train/helopeltis/train_image_0_1154.jpg,helopeltis,1,kaggle,train
train_image_0_2229.jpg,images/train/helopeltis/train_image_0_2229.jpg,helopeltis,1,kaggle,train
train_20220101_105511.jpg,images/train/helopeltis/train_20220101_105511.jpg,helopeltis,1,kaggle,train
test_20220101_101833.jpg,images/train/helopeltis/test_20220101_101833.jpg,helopeltis,1,kaggle,train
train_image_0_1060.jpg,images/train/helopeltis/train_image_0_1060.jpg,helopeltis,1,kaggle,train
train_image_0_4347.jpg,images/train/helopeltis/train_image_0_4347.jpg,helopeltis,1,kaggle,train
train_image_0_2571.jpg,images/train/helopeltis/train_image_0_2571.jpg,helopeltis,1,kaggle,train
test_20220101_104017.jpg,images/train/helopeltis/test_20220101_104017.jpg,helopeltis,1,kaggle,train
test_20220101_104358.jpg,images/train/helopeltis/test_20220101_104358.jpg,helopeltis,1,kaggle,train
train_image_0_3999.jpg,images/train/helopeltis/train_image_0_3999.jpg,helopeltis,1,kaggle,train
train_20220101_104543.jpg,images/train/helopeltis/train_20220101_104543.jpg,helopeltis,1,kaggle,train
test_20220101_104042.jpg,images/train/helopeltis/test_20220101_104042.jpg,helopeltis,1,kaggle,train
