filename,rel_path,class_name,class_id,source
100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6_box00.jpg,field_collected/algal_leaf_spot/100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6_box00.jpg,algal_leaf_spot,2,field_collected
100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6_box01.jpg,field_collected/algal_leaf_spot/100_jpg.rf.14fa87ff511c6790858ccbc03bf10be6_box01.jpg,algal_leaf_spot,2,field_collected
107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b_box00.jpg,field_collected/algal_leaf_spot/107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b_box00.jpg,algal_leaf_spot,2,field_collected
107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b_box01.jpg,field_collected/algal_leaf_spot/107_jpg.rf.9c0264c78b1f4dfff87adea98349df8b_box01.jpg,algal_leaf_spot,2,field_collected
11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a_box00.jpg,field_collected/algal_leaf_spot/11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a_box00.jpg,algal_leaf_spot,2,field_collected
11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a_box01.jpg,field_collected/algal_leaf_spot/11_jpg.rf.c2fdfa5777e0527fd7fd2292e51a896a_box01.jpg,algal_leaf_spot,2,field_collected
12_jpg.rf.ccb27c583cbe7cb7dbc6d9ddbb45d307_box00.jpg,field_collected/algal_leaf_spot/12_jpg.rf.ccb27c583cbe7cb7dbc6d9ddbb45d307_box00.jpg,algal_leaf_spot,2,field_collected
134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0_box00.jpg,field_collected/algal_leaf_spot/134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0_box00.jpg,algal_leaf_spot,2,field_collected
134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0_box01.jpg,field_collected/algal_leaf_spot/134_jpg.rf.6a2263efa78d5f94b5c49afacbc2ccc0_box01.jpg,algal_leaf_spot,2,field_collected
148_jpg.rf.efc3744194c4eba08a20cf4916271426_box00.jpg,field_collected/algal_leaf_spot/148_jpg.rf.efc3744194c4eba08a20cf4916271426_box00.jpg,algal_leaf_spot,2,field_collected
158_jpg.rf.1080ecbeb37f6e24c47023105c1aedaa_box01.jpg,field_collected/algal_leaf_spot/158_jpg.rf.1080ecbeb37f6e24c47023105c1aedaa_box01.jpg,algal_leaf_spot,2,field_collected
161_jpg.rf.10a43a745af2297624281f2bb68cb61a_box00.jpg,field_collected/algal_leaf_spot/161_jpg.rf.10a43a745af2297624281f2bb68cb61a_box00.jpg,algal_leaf_spot,2,field_collected
171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7_box00.jpg,field_collected/algal_leaf_spot/171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7_box00.jpg,algal_leaf_spot,2,field_collected
171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7_box01.jpg,field_collected/algal_leaf_spot/171_jpg.rf.529e8b62ab8acb20ea3c2b25e209ffc7_box01.jpg,algal_leaf_spot,2,field_collected
1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a_box00.jpg,field_collected/algal_leaf_spot/1_jpg.rf.e83e207fa2a3ec5a65f9d9f5cbfaac3a_box00.jpg,algal_leaf_spot,2,field_collected
219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259_box00.jpg,field_collected/algal_leaf_spot/219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259_box00.jpg,algal_leaf_spot,2,field_collected
219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259_box01.jpg,field_collected/algal_leaf_spot/219_jpg.rf.efaa45291ba0a03e4c1e7d1cf637d259_box01.jpg,algal_leaf_spot,2,field_collected
221_jpg.rf.018ee71046060f98063487d4c30eb68d_box00.jpg,field_collected/algal_leaf_spot/221_jpg.rf.018ee71046060f98063487d4c30eb68d_box00.jpg,algal_leaf_spot,2,field_collected
221_jpg.rf.018ee71046060f98063487d4c30eb68d_box01.jpg,field_collected/algal_leaf_spot/221_jpg.rf.018ee71046060f98063487d4c30eb68d_box01.jpg,algal_leaf_spot,2,field_collected
221_jpg.rf.018ee71046060f98063487d4c30eb68d_box02.jpg,field_collected/algal_leaf_spot/221_jpg.rf.018ee71046060f98063487d4c30eb68d_box02.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box00.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box00.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box01.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box01.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box03.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box03.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box04.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box04.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box05.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box05.jpg,algal_leaf_spot,2,field_collected
225_jpg.rf.64509b43824423881ac2fb1391de7c06_box06.jpg,field_collected/algal_leaf_spot/225_jpg.rf.64509b43824423881ac2fb1391de7c06_box06.jpg,algal_leaf_spot,2,field_collected
232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730_box00.jpg,field_collected/algal_leaf_spot/232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730_box00.jpg,algal_leaf_spot,2,field_collected
239_jpg.rf.4a88c11b21478e901d7751b9c8f82093_box00.jpg,field_collected/algal_leaf_spot/239_jpg.rf.4a88c11b21478e901d7751b9c8f82093_box00.jpg,algal_leaf_spot,2,field_collected
246_jpg.rf.1213826e3cca77475ee465052bae47ad_box00.jpg,field_collected/algal_leaf_spot/246_jpg.rf.1213826e3cca77475ee465052bae47ad_box00.jpg,algal_leaf_spot,2,field_collected
249_jpg.rf.3ce7b97ed827dbddab462c65972c87ce_box00.jpg,field_collected/algal_leaf_spot/249_jpg.rf.3ce7b97ed827dbddab462c65972c87ce_box00.jpg,algal_leaf_spot,2,field_collected
26_jpg.rf.e69178fb28afcbd15a901a3652fa4d24_box00.jpg,field_collected/algal_leaf_spot/26_jpg.rf.e69178fb28afcbd15a901a3652fa4d24_box00.jpg,algal_leaf_spot,2,field_collected
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05_box00.jpg,field_collected/algal_leaf_spot/279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05_box00.jpg,algal_leaf_spot,2,field_collected
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05_box01.jpg,field_collected/algal_leaf_spot/279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05_box01.jpg,algal_leaf_spot,2,field_collected
282_jpg.rf.3046552d8409576d0aaa715673b83db5_box00.jpg,field_collected/algal_leaf_spot/282_jpg.rf.3046552d8409576d0aaa715673b83db5_box00.jpg,algal_leaf_spot,2,field_collected
282_jpg.rf.3046552d8409576d0aaa715673b83db5_box01.jpg,field_collected/algal_leaf_spot/282_jpg.rf.3046552d8409576d0aaa715673b83db5_box01.jpg,algal_leaf_spot,2,field_collected
282_jpg.rf.3046552d8409576d0aaa715673b83db5_box02.jpg,field_collected/algal_leaf_spot/282_jpg.rf.3046552d8409576d0aaa715673b83db5_box02.jpg,algal_leaf_spot,2,field_collected
285_jpg.rf.b23dbace94f0952651c6824915a00814_box01.jpg,field_collected/algal_leaf_spot/285_jpg.rf.b23dbace94f0952651c6824915a00814_box01.jpg,algal_leaf_spot,2,field_collected
285_jpg.rf.b23dbace94f0952651c6824915a00814_box02.jpg,field_collected/algal_leaf_spot/285_jpg.rf.b23dbace94f0952651c6824915a00814_box02.jpg,algal_leaf_spot,2,field_collected
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e_box00.jpg,field_collected/algal_leaf_spot/331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e_box00.jpg,algal_leaf_spot,2,field_collected
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e_box01.jpg,field_collected/algal_leaf_spot/331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e_box01.jpg,algal_leaf_spot,2,field_collected
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box00.jpg,field_collected/algal_leaf_spot/351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box00.jpg,algal_leaf_spot,2,field_collected
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box03.jpg,field_collected/algal_leaf_spot/351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box03.jpg,algal_leaf_spot,2,field_collected
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box04.jpg,field_collected/algal_leaf_spot/351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f_box04.jpg,algal_leaf_spot,2,field_collected
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d_box03.jpg,field_collected/algal_leaf_spot/386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d_box03.jpg,algal_leaf_spot,2,field_collected
387_jpg.rf.7491bbbc65af744c81982a986a793297_box02.jpg,field_collected/algal_leaf_spot/387_jpg.rf.7491bbbc65af744c81982a986a793297_box02.jpg,algal_leaf_spot,2,field_collected
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1_box01.jpg,field_collected/algal_leaf_spot/388_jpg.rf.5eae3b30e4994eb8766bb267981125a1_box01.jpg,algal_leaf_spot,2,field_collected
400_jpg.rf.6b9e448934ba1a91a3a1bce36469e8b1_box00.jpg,field_collected/algal_leaf_spot/400_jpg.rf.6b9e448934ba1a91a3a1bce36469e8b1_box00.jpg,algal_leaf_spot,2,field_collected
403_jpg.rf.004fb8c6273b7f12a402a72c736c6b36_box00.jpg,field_collected/algal_leaf_spot/403_jpg.rf.004fb8c6273b7f12a402a72c736c6b36_box00.jpg,algal_leaf_spot,2,field_collected
405_jpg.rf.c96985c1be19d0b3e8d8cde7b264b9eb_box00.jpg,field_collected/algal_leaf_spot/405_jpg.rf.c96985c1be19d0b3e8d8cde7b264b9eb_box00.jpg,algal_leaf_spot,2,field_collected
409_jpg.rf.c79571e6fe5518fa6aa92563871dd6c9_box00.jpg,field_collected/algal_leaf_spot/409_jpg.rf.c79571e6fe5518fa6aa92563871dd6c9_box00.jpg,algal_leaf_spot,2,field_collected
412_jpg.rf.eb0bfa4d285bdea5391c66203177de00_box00.jpg,field_collected/algal_leaf_spot/412_jpg.rf.eb0bfa4d285bdea5391c66203177de00_box00.jpg,algal_leaf_spot,2,field_collected
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box00.jpg,field_collected/algal_leaf_spot/414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box00.jpg,algal_leaf_spot,2,field_collected
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box01.jpg,field_collected/algal_leaf_spot/414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box01.jpg,algal_leaf_spot,2,field_collected
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box03.jpg,field_collected/algal_leaf_spot/414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9_box03.jpg,algal_leaf_spot,2,field_collected
41_jpg.rf.6de717237b5053a98d9254e7495c37b4_box01.jpg,field_collected/algal_leaf_spot/41_jpg.rf.6de717237b5053a98d9254e7495c37b4_box01.jpg,algal_leaf_spot,2,field_collected
424_jpg.rf.a5d5314d7ac92df66cb03342d47f2cb6_box00.jpg,field_collected/algal_leaf_spot/424_jpg.rf.a5d5314d7ac92df66cb03342d47f2cb6_box00.jpg,algal_leaf_spot,2,field_collected
448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box00.jpg,field_collected/algal_leaf_spot/448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box00.jpg,algal_leaf_spot,2,field_collected
448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box02.jpg,field_collected/algal_leaf_spot/448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box02.jpg,algal_leaf_spot,2,field_collected
448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box04.jpg,field_collected/algal_leaf_spot/448_jpg.rf.61136c46f75c49655ffac20a7891ec97_box04.jpg,algal_leaf_spot,2,field_collected
